"","MSZoning","LotArea","LotShape","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtFinType1","TotalBsmtSF","HeatingQC","CentralAir","Electrical","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","FireplaceQu","GarageCars","PavedDrive","SaleType","SaleCondition","SalePrice","numb_add_flr","pool","porch_area","porch_type","Remod"
"493","RL",15578,"IR1","Gilbert","1Fam","3","3",2006,"Gable","Gd","2","PConc","Gd","Unf",728,"Gd","Y","SBrkr",1456,"2","1",3,1,"TA","Typ","No",2,"Y","New","Partial",172785,2,"0",0,"no","1"
"494","RL",7931,"Reg","NAmes","1Fam","3","3",1960,"Gable","TA","2","CBlock","TA","BLQ",1269,"TA","Y","Fuse or Mix",1269,"1","1",3,1,"TA","Typ","BA",1,"Y","WD","Normal",155000,1,"0",0,"no","1"
"495","RM",5784,"Reg","OldTown","1Fam","3","4",1938,"Gable","TA","2","BrkTil","Fa","Unf",190,"Gd","Y","Fuse or Mix",886,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",91300,1,"0",244,"multiple","0"
"496","C (all)",7879,"Reg","IDOTRR","1Fam","2","3",1920,"Gable","TA","2","CBlock","TA","Rec",720,"TA","N","Fuse or Mix",720,"1","0",2,1,"TA","Typ","No",0,"N or P","WD","Abnorml",34900,1,"0",638,"multiple","0"
"497","RL",12692,"IR1","NoRidge","1Fam","4","3",1992,"Hip","Gd","2","PConc","Gd","GLQ",3200,"Ex","Y","SBrkr",3228,"3","0",4,1,"Gd","Typ","AA",2,"Y","WD","Normal",430000,1,"0",630,"multiple","0"
"498","RL",9120,"Reg","BrkSide","1Fam","4","3",1925,"Gable","TA","3","PConc","TA","Rec",1026,"Ex","Y","SBrkr",1820,"2","0",4,1,"TA","Typ","No",1,"N or P","WD","Normal",184000,2,"0",100,"open_porch","0"
"499","RL",7800,"Reg","Sawyer","1Fam","3","4",1967,"Hip","TA","2","PConc","TA","ALQ",864,"Ex","Y","SBrkr",899,"1","0",3,1,"Gd","Typ","No",1,"Y","WD","Normal",130000,1,"0",64,"wood_deck","0"
"500","RL",7535,"IR1","NAmes","1Fam","3","4",1958,"Gable","TA","2","CBlock","TA","BLQ",912,"Fa","Y","SBrkr",912,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",120000,1,"0",297,"multiple","0"
"501","RM",1890,"Reg","BrDale","Twnhs","3","3",1973,"Gable","TA","2","CBlock","TA","BLQ",672,"TA","Y","SBrkr",1218,"1","1",3,1,"TA","Typ","No",1,"Y","WD","Normal",113000,2,"0",172,"multiple","1"
"502","FV",9803,"Reg","Somerst","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",866,"Gd","Y","SBrkr",1768,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",226700,2,"0",108,"open_porch","1"
"503","RL",9170,"Reg","Edwards","1Fam","3","4",1965,"Hip","TA","2","CBlock","TA","ALQ",1214,"Ex","Y","SBrkr",1214,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",140000,1,"0",184,"enclosed_porch","1"
"504","RL",15602,"IR1","Crawfor","1Fam","4","4",1959,"Gable","TA","2","CBlock","TA","ALQ",1501,"TA","Y","SBrkr",1801,"2","0",1,1,"TA","Typ","TA",2,"Y","WD","Normal",289000,1,"0",215,"multiple","0"
"505","RL",2308,"Reg","NPkVill","TwnhsE","3","3",1974,"Gable","TA","2","CBlock","TA","ALQ",855,"TA","Y","SBrkr",1322,"2","1",3,1,"TA","Typ","BA",2,"Y","WD","Normal",147000,2,"0",260,"wood_deck","1"
"506","RM",7596,"Reg","OldTown","Duplex","3","3",1952,"Hip","TA","2","CBlock","TA","Unf",960,"Gd","Y","SBrkr",1960,"2","0",4,2,"TA","Typ","No",2,"N or P","COD","Normal",124500,2,"0",0,"no","1"
"507","RL",9554,"IR1","SawyerW","1Fam","4","3",1993,"Gable","Gd","2","PConc","Gd","GLQ",777,"Ex","Y","SBrkr",1911,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",215000,2,"0",263,"multiple","0"
"508","FV",7862,"IR1","Somerst","1Fam","3","3",2009,"Gable","Gd","2","PConc","Gd","GLQ",1218,"Ex","Y","SBrkr",1218,"2","0",2,1,"Gd","Typ","No",2,"Y","New","Partial",208300,1,"0",102,"open_porch","1"
"509","RM",9600,"Reg","OldTown","1Fam","4","5",1928,"Other","TA","3","BrkTil","TA","Rec",689,"Ex","Y","SBrkr",1378,"2","0",3,1,"Gd","Typ","AA",2,"N or P","WD","Normal",161000,2,"0",116,"enclosed_porch","0"
"510","RL",9600,"Reg","NAmes","1Fam","3","3",1959,"Gable","TA","2","CBlock","TA","ALQ",1041,"Ex","Y","SBrkr",1041,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",124500,1,"0",312,"multiple","1"
"511","RL",14559,"Reg","NAmes","1Fam","3","4",1951,"Hip","Gd","2","CBlock","TA","BLQ",1008,"Ex","Y","SBrkr",1363,"1","0",2,1,"TA","Min","TA",1,"Y","WD","Normal",164900,1,"0",534,"multiple","0"
"512","RL",6792,"IR1","NridgHt","TwnhsE","4","3",2005,"Gable","Gd","2","PConc","Gd","Unf",1368,"Ex","Y","SBrkr",1368,"2","0",2,1,"Gd","Typ","AA",2,"Y","New","Partial",202665,1,"0",167,"multiple","0"
"513","RL",9100,"Reg","NAmes","1Fam","3","3",1958,"Gable","TA","2","CBlock","TA","BLQ",864,"TA","Y","SBrkr",864,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",129900,1,"0",0,"no","1"
"514","RL",9187,"Reg","Mitchel","1Fam","3","3",1983,"Gable","TA","3","PConc","TA","ALQ",1084,"TA","Y","SBrkr",1080,"1","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",134000,1,"0",278,"multiple","1"
"515","RL",10594,"Reg","Crawfor","1Fam","3","3",1926,"Gable","TA","2","BrkTil","TA","Unf",768,"Fa","N","SBrkr",789,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",96500,1,"0",112,"enclosed_porch","0"
"516","RL",12220,"Reg","NridgHt","1Fam","5","3",2009,"Hip","Ex","2","CBlock","Ex","GLQ",2006,"Ex","Y","SBrkr",2020,"2","1",3,1,"Ex","Typ","AA",3,"Y","New","Partial",402861,1,"0",210,"multiple","1"
"517","RL",10448,"IR1","NWAmes","1Fam","3","3",1972,"Gable","TA","2","CBlock","TA","Unf",689,"TA","Y","SBrkr",2119,"2","1",3,1,"TA","Typ","TA",2,"Y","COD","Abnorml",158000,2,"0",104,"open_porch","1"
"518","RL",10208,"IR1","NoRidge","1Fam","4","3",1996,"Gable","Gd","2","PConc","Gd","Unf",1264,"Ex","Y","SBrkr",2344,"2","1",3,1,"Gd","Typ","TA",3,"Y","WD","Normal",265000,2,"0",220,"wood_deck","0"
"519","RL",9531,"IR1","CollgCr","1Fam","3","3",1998,"Gable","TA","2","PConc","Gd","GLQ",794,"Ex","Y","SBrkr",1796,"2","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",211000,2,"0",36,"open_porch","1"
"520","RL",10918,"Reg","Crawfor","1Fam","4","5",1926,"Other","Gd","2","BrkTil","Gd","Unf",1276,"Ex","Y","SBrkr",2080,"1","1",3,1,"Gd","Typ","AA",1,"Y","WD","Normal",234000,2,"0",145,"screen_porch","0"
"521","RL",10800,"Reg","OldTown","2fmCon","2","4",1900,"Gable","TA","2","BrkTil","No","No",0,"TA","N","Fuse or Mix",1294,"2","0",3,2,"TA","Typ","No",0,"N or P","WD","Normal",106250,2,"0",544,"multiple","0"
"522","RL",11988,"IR1","NAmes","1Fam","3","3",1957,"Gable","TA","2","CBlock","TA","Rec",1244,"Ex","Y","Fuse or Mix",1244,"1","1",3,1,"TA","Typ","AA",1,"Y","WD","Normal",150000,1,"0",40,"open_porch","1"
"523","RM",5000,"Reg","BrkSide","1Fam","3","4",1947,"Gable","TA","3","CBlock","TA","ALQ",1004,"Ex","Y","SBrkr",1664,"2","0",3,1,"TA","Typ","AA",2,"Y","WD","Normal",159000,2,"0",60,"multiple","0"
"524","RL",40094,"IR1","Edwards","1Fam","5","3",2007,"Hip","Ex","2","PConc","Ex","GLQ",3138,"Ex","Y","SBrkr",4676,"3","1",3,1,"Ex","Typ","AA",3,"Y","New","Partial",184750,2,"0",614,"multiple","0"
"525","RL",11787,"IR1","NoRidge","1Fam","4","3",1996,"Gable","Gd","2","PConc","Gd","GLQ",1379,"Ex","Y","SBrkr",2398,"2","1",3,1,"Gd","Typ","TA",3,"Y","WD","Normal",315750,2,"0",299,"multiple","0"
"526","FV",7500,"Reg","Somerst","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","Unf",1257,"Ex","Y","SBrkr",1266,"2","0",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",176000,1,"0",182,"multiple","1"
"527","RL",13300,"Reg","NAmes","1Fam","3","4",1956,"Hip","TA","2","CBlock","Gd","Rec",928,"TA","Y","SBrkr",928,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",132000,1,"0",417,"multiple","0"
"528","RL",14948,"IR1","NridgHt","1Fam","5","3",2008,"Hip","Ex","2","PConc","Ex","GLQ",1452,"Ex","Y","SBrkr",2713,"2","1",3,1,"Ex","Typ","AA",3,"Y","New","Partial",446261,2,"0",192,"multiple","1"
"529","RL",9098,"IR1","Edwards","1Fam","2","4",1920,"Gable","TA","2","BrkTil","TA","ALQ",528,"Ex","Y","SBrkr",605,"1","0",2,1,"TA","Typ","No",0,"N or P","WD","Normal",86000,1,"0",144,"enclosed_porch","0"
"530","RL",32668,"IR1","Crawfor","1Fam","3","2",1957,"Hip","Gd","2","PConc","TA","Rec",2035,"TA","Y","SBrkr",2515,"3","0",4,2,"TA","Maj","TA",2,"Y","WD","Other",200624,1,"0",200,"enclosed_porch","0"
"531","RL",10200,"Reg","Timber","1Fam","3","3",1988,"Gable","Gd","2","CBlock","Gd","GLQ",1461,"Ex","Y","SBrkr",1509,"2","0",3,1,"Gd","Typ","BA",2,"Y","WD","Abnorml",175000,1,"0",224,"wood_deck","0"
"532","RM",6155,"IR1","BrkSide","1Fam","3","4",1920,"Gable","TA","2","BrkTil","Fa","Unf",611,"Ex","Y","SBrkr",1362,"2","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",128000,2,"0",84,"enclosed_porch","0"
"533","RL",7200,"Reg","NAmes","1Fam","3","4",1955,"Gable","TA","2","Other","No","No",0,"Ex","Y","SBrkr",827,"1","0",2,1,"TA","Min","BA",1,"Y","WD","Normal",107500,1,"0",0,"no","0"
"534","RL",5000,"Reg","BrkSide","1Fam","1","2",1946,"Gable","Fa","1","Other","No","No",0,"Fa","N","Fuse or Mix",334,"1","0",1,1,"Fa","Typ","No",0,"N or P","WD","Normal",39300,1,"0",0,"no","0"
"535","RL",9056,"IR1","Gilbert","1Fam","4","3",2004,"Gable","Gd","2","PConc","Ex","Unf",707,"Ex","Y","SBrkr",1414,"2","1",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",178000,2,"0",135,"multiple","1"
"536","RL",7000,"Reg","Edwards","2fmCon","3","4",1910,"Gable","TA","2","CBlock","Gd","GLQ",1117,"TA","Y","SBrkr",1347,"1","0",3,1,"TA","Typ","No",0,"N or P","WD","Normal",107500,2,"0",233,"multiple","0"
"537","RL",8924,"IR1","CollgCr","1Fam","4","3",1998,"Gable","TA","2","PConc","Gd","Unf",880,"Ex","Y","SBrkr",1724,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",188000,2,"0",275,"multiple","0"
"538","RL",12735,"IR1","NAmes","1Fam","2","3",1972,"Hip","TA","2","CBlock","TA","BLQ",864,"TA","Y","SBrkr",864,"1","0",3,1,"TA","Typ","No",2,"Y","COD","Normal",111250,1,"0",216,"wood_deck","1"
"539","RL",11553,"IR1","Sawyer","1Fam","3","3",1968,"Hip","TA","2","CBlock","TA","BLQ",1051,"TA","Y","SBrkr",1159,"1","1",3,1,"TA","Typ","BA",1,"Y","WD","Normal",158000,1,"0",466,"wood_deck","1"
"540","RL",11423,"Reg","CollgCr","1Fam","4","3",2001,"Gable","Gd","2","PConc","Gd","GLQ",1581,"Ex","Y","SBrkr",1601,"2","0",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",272000,1,"0",180,"wood_deck","0"
"541","RL",14601,"Reg","Timber","1Fam","5","3",2006,"Hip","Ex","2","PConc","Ex","GLQ",1838,"Ex","Y","SBrkr",1838,"2","0",2,1,"Ex","Typ","AA",3,"Y","WD","Normal",315000,1,"0",338,"multiple","1"
"542","RL",11000,"Reg","NoRidge","1Fam","4","3",2000,"Gable","Gd","2","PConc","Gd","Unf",969,"Ex","Y","SBrkr",2285,"2","1",4,1,"Gd","Typ","TA",3,"Y","WD","Normal",248000,2,"0",56,"open_porch","1"
"543","RL",10140,"Reg","NWAmes","1Fam","4","3",1998,"Hip","Gd","2","PConc","Ex","LwQ",1650,"Ex","Y","SBrkr",1680,"2","0",3,1,"Gd","Maj","TA",2,"Y","WD","Normal",213250,1,"0",151,"multiple","0"
"544","RH",4058,"Reg","NAmes","TwnhsE","4","3",1998,"Gable","TA","2","PConc","Gd","GLQ",723,"Ex","Y","SBrkr",767,"1","0",1,1,"TA","Typ","No",1,"Y","WD","Normal",133000,1,"0",160,"multiple","1"
"545","RL",17104,"IR1","Gilbert","1Fam","4","3",2006,"Gable","Gd","2","PConc","Gd","GLQ",654,"Ex","Y","SBrkr",1496,"2","1",3,1,"Gd","Typ","AA",2,"Y","New","Partial",179665,2,"0",124,"multiple","1"
"546","RL",13837,"IR1","NWAmes","1Fam","4","3",1988,"Gable","Gd","3","PConc","Gd","GLQ",1204,"Gd","Y","SBrkr",2183,"2","1",4,1,"Gd","Typ","No",3,"Y","WD","Normal",229000,2,"0",0,"no","1"
"547","RL",8737,"IR1","BrkSide","1Fam","3","4",1923,"Gable","TA","2","BrkTil","Gd","Rec",1065,"Ex","Y","Fuse or Mix",1635,"1","1",3,1,"TA","Typ","AA",2,"Y","WD","Normal",210000,2,"0",182,"multiple","0"
"548","RL",7244,"Reg","Mitchel","1Fam","3","4",1970,"Gable","TA","3","CBlock","Gd","ALQ",768,"Ex","Y","SBrkr",768,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",129500,1,"0",104,"wood_deck","1"
"549","RM",8235,"IR1","OldTown","1Fam","3","4",1955,"Gable","TA","3","CBlock","TA","LwQ",825,"TA","Y","SBrkr",825,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",125000,1,"0",190,"multiple","0"
"550","FV",9375,"Reg","Somerst","1Fam","4","3",2003,"Gable","Gd","2","PConc","Gd","Unf",912,"Ex","Y","SBrkr",2094,"2","1",4,1,"Gd","Typ","AA",2,"Y","WD","Normal",263000,2,"0",364,"multiple","0"
"551","RL",4043,"Reg","NPkVill","TwnhsE","3","3",1977,"Gable","TA","2","CBlock","Gd","ALQ",1069,"TA","Y","SBrkr",1069,"2","0",2,1,"TA","Typ","No",2,"Y","COD","Abnorml",140000,1,"0",255,"multiple","1"
"552","RM",6000,"Reg","OldTown","1Fam","3","3",1957,"Hip","TA","2","CBlock","TA","Rec",928,"Gd","Y","Fuse or Mix",928,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",112500,1,"0",0,"no","1"
"553","RL",11146,"IR1","NridgHt","1Fam","4","3",2006,"Gable","Gd","2","PConc","Ex","Unf",1709,"Ex","Y","SBrkr",1717,"2","0",3,1,"Gd","Typ","AA",3,"Y","WD","Normal",255500,1,"0",208,"multiple","1"
"554","RL",8777,"Reg","Edwards","1Fam","2","3",1949,"Gable","TA","2","CBlock","No","No",0,"Ex","Y","SBrkr",1126,"2","0",2,1,"Gd","Typ","No",2,"N or P","WD","Normal",108000,1,"0",96,"open_porch","0"
"555","RL",10625,"Reg","NridgHt","1Fam","4","3",2003,"Gable","Gd","2","PConc","Gd","GLQ",998,"Ex","Y","SBrkr",2046,"2","1",3,1,"Gd","Typ","AA",3,"Y","WD","Normal",284000,2,"0",382,"multiple","0"
"556","RM",6380,"Reg","BrkSide","1Fam","3","3",1922,"Gable","TA","2","BrkTil","TA","Unf",993,"TA","Y","Fuse or Mix",1048,"1","0",2,1,"TA","Typ","AA",1,"Y","WD","Normal",113000,1,"0",116,"enclosed_porch","0"
"557","RL",14850,"IR1","NAmes","1Fam","3","3",1957,"Gable","TA","2","CBlock","TA","Rec",1092,"TA","Y","Fuse or Mix",1092,"1","0",2,1,"TA","Typ","TA",1,"Y","WD","Normal",141000,1,"0",390,"multiple","1"
"558","C (all)",11040,"Reg","IDOTRR","1Fam","2","3",1920,"Gable","TA","2","CBlock","TA","Rec",637,"Gd","Y","SBrkr",1336,"1","1",3,1,"TA","Typ","No",1,"Y","COD","Normal",108000,2,"0",167,"multiple","0"
"559","RL",21872,"IR2.5","Gilbert","1Fam","4","3",1996,"Gable","TA","2","PConc","Gd","GLQ",729,"Ex","Y","SBrkr",1446,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",175000,2,"0",286,"multiple","0"
"560","RL",3196,"Reg","Blmngtn","TwnhsE","4","3",2003,"Gable","Gd","2","PConc","Gd","Unf",1374,"Ex","Y","SBrkr",1557,"2","0",2,1,"Gd","Typ","TA",2,"Y","WD","Normal",234000,1,"0",163,"multiple","0"
"561","RL",11341,"IR1","Sawyer","1Fam","3","3",1957,"Hip","TA","2","CBlock","Gd","ALQ",1392,"TA","Y","SBrkr",1392,"1","1",3,1,"TA","Min","AA",2,"Y","WD","Normal",121500,1,"0",95,"screen_porch","0"
"562","RL",10010,"Reg","Mitchel","1Fam","3","3",1974,"Gable","TA","2","CBlock","Gd","ALQ",1389,"Gd","Y","SBrkr",1389,"1","0",2,1,"TA","Typ","TA",2,"Y","WD","Normal",170000,1,"0",278,"multiple","0"
"563","RL",13907,"Reg","Edwards","1Fam","3","3",1940,"Gable","TA","2","CBlock","TA","BLQ",996,"Ex","Y","SBrkr",996,"1","0",3,1,"TA","Typ","AA",0,"Y","WD","Normal",108000,1,"0",144,"wood_deck","0"
"564","RL",21780,"Reg","Edwards","1Fam","3","4",1918,"Gable","TA","2","BrkTil","Gd","Unf",1163,"Ex","Y","SBrkr",1674,"2","0",4,1,"TA","Typ","AA",2,"N or P","WD","Normal",185000,2,"0",252,"multiple","0"
"565","RL",13346,"IR1","NoRidge","1Fam","4","3",1992,"Gable","Gd","2","PConc","Gd","GLQ",1095,"Ex","Y","SBrkr",2295,"2","1",4,1,"Gd","Typ","TA",2,"Y","WD","Normal",268000,2,"0",40,"open_porch","0"
"566","RL",6858,"Reg","SWISU","1Fam","3","2",1915,"Gable","TA","2","PConc","Gd","Unf",806,"TA","N","Fuse or Mix",1647,"1","1",4,1,"Fa","Typ","No",1,"Y","WD","Normal",128000,2,"0",202,"multiple","0"
"567","RL",11198,"IR1","StoneBr","1Fam","5","3",2005,"Hip","Gd","2","PConc","Gd","Unf",1122,"Ex","Y","SBrkr",2504,"2","1",4,1,"Ex","Typ","AA",3,"Y","WD","Normal",325000,2,"0",183,"multiple","0"
"568","RL",10171,"IR1","NridgHt","1Fam","4","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",1517,"Ex","Y","SBrkr",1535,"2","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",214000,1,"0",0,"no","1"
"569","RL",12327,"IR1","SawyerW","1Fam","4","4",1983,"Gable","Gd","2","CBlock","Gd","GLQ",1496,"Ex","Y","SBrkr",2132,"1","1",1,1,"Gd","Min","AA",2,"Y","WD","Normal",316600,2,"0",389,"multiple","0"
"570","RL",7032,"IR1","NAmes","Duplex","3","3",1979,"Gable","TA","2","CBlock","Gd","GLQ",943,"TA","Y","SBrkr",943,"1","0",2,1,"TA","Typ","TA",2,"Y","WD","Normal",135960,1,"0",42,"wood_deck","1"
"571","RL",13101,"IR1","NAmes","Duplex","3","3",1965,"Gable","TA","2","CBlock","TA","LwQ",1728,"TA","Y","SBrkr",1728,"2","0",6,2,"TA","Typ","No",2,"Y","WD","Normal",142600,1,"0",0,"no","1"
"572","RL",7332,"Reg","NAmes","1Fam","3","3",1959,"Gable","TA","2","CBlock","TA","BLQ",864,"Ex","Y","SBrkr",864,"1","0",2,1,"Gd","Typ","No",1,"Y","WD","Abnorml",120000,1,"0",168,"wood_deck","1"
"573","RL",13159,"IR1","Timber","1Fam","4","3",2009,"Gable","TA","2","PConc","Ex","Unf",846,"Gd","Y","SBrkr",1692,"2","1",3,1,"Gd","Typ","No",2,"Y","New","Partial",224500,2,"0",322,"multiple","1"
"574","RL",9967,"IR1","Gilbert","1Fam","4","3",2000,"Gable","TA","2","PConc","Gd","Unf",384,"Ex","Y","SBrkr",1430,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",170000,2,"0",100,"wood_deck","1"
"575","RL",10500,"Reg","NAmes","1Fam","3","4",1971,"Other","TA","2","CBlock","TA","ALQ",372,"TA","Y","SBrkr",1109,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",139000,2,"0",35,"wood_deck","0"
"576","RL",8480,"Reg","NAmes","1Fam","3","3",1947,"Gable","TA","2","CBlock","TA","Rec",832,"TA","Y","SBrkr",1216,"1","0",2,1,"TA","Typ","No",1,"Y","COD","Abnorml",118500,2,"0",260,"multiple","0"
"577","RL",6292,"Reg","SWISU","1Fam","4","4",1928,"Gable","TA","2","BrkTil","TA","Unf",861,"Gd","Y","SBrkr",1477,"2","0",3,1,"TA","Typ","AA",1,"Y","WD","Normal",145000,2,"0",50,"open_porch","0"
"578","RL",11777,"IR1","Sawyer","1Fam","3","3",1966,"Gable","TA","2","CBlock","TA","LwQ",1164,"Ex","Y","SBrkr",1320,"1","0",3,1,"TA","Typ","BA",2,"Y","WD","Abnorml",164500,1,"0",468,"multiple","1"
"579","FV",3604,"Reg","Somerst","TwnhsE","4","3",2007,"Gable","Gd","2","PConc","Gd","Unf",689,"Ex","Y","SBrkr",1392,"2","0",2,1,"Gd","Typ","No",2,"Y","WD","Abnorml",146000,2,"0",102,"open_porch","1"
"580","RM",12150,"Reg","OldTown","1Fam","3","3",1954,"Gable","TA","2","BrkTil","TA","Unf",1050,"Ex","N","Fuse or Mix",1795,"2","0",4,1,"TA","Typ","No",1,"Y","WD","Normal",131500,2,"0",0,"no","1"
"581","RL",14585,"IR1","NAmes","1Fam","3","3",1960,"Gable","TA","2","CBlock","TA","BLQ",1144,"Ex","Y","SBrkr",1429,"1","0",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",181900,1,"0",326,"multiple","0"
"582","RL",12704,"Reg","NridgHt","1Fam","4","3",2008,"Hip","Ex","2","PConc","Ex","Unf",2042,"Ex","Y","SBrkr",2042,"2","1",3,1,"Ex","Typ","AA",3,"Y","New","Partial",253293,1,"0",90,"open_porch","0"
"583","RL",11841,"Reg","Edwards","Duplex","3","3",1990,"Gable","TA","3","CBlock","Gd","GLQ",816,"TA","Y","SBrkr",816,"1","0",3,1,"TA","Typ","No",0,"Y","WD","Normal",118500,1,"0",32,"open_porch","1"
"584","RM",13500,"Reg","OldTown","1Fam","5","5",1893,"Gable","Ex","3","BrkTil","TA","Unf",1237,"Gd","Y","SBrkr",2775,"3","1",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",325000,2,"0",607,"multiple","0"
"585","RM",6120,"Reg","BrkSide","1Fam","2","4",1935,"Gable","TA","2","BrkTil","TA","Unf",884,"Ex","Y","SBrkr",1573,"1","0",3,1,"Gd","Typ","No",1,"Y","WD","Normal",133000,2,"0",174,"multiple","0"
"586","RL",11443,"Reg","Timber","1Fam","4","3",2005,"Hip","Gd","2","PConc","Ex","GLQ",1868,"Ex","Y","SBrkr",2028,"2","0",2,1,"Gd","Typ","AA",3,"Y","New","Partial",369900,1,"0",392,"multiple","0"
"587","RL",10267,"Reg","BrkSide","1Fam","3","4",1918,"Gable","TA","3","BrkTil","TA","Rec",816,"Ex","Y","SBrkr",838,"1","0",2,1,"Fa","Typ","No",1,"N or P","WD","Normal",130000,1,"0",112,"enclosed_porch","0"
"588","RL",8740,"IR1","Sawyer","1Fam","3","3",1982,"Hip","TA","2","CBlock","TA","ALQ",840,"TA","Y","SBrkr",860,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",137000,1,"0",0,"no","1"
"589","RL",25095,"IR1","ClearCr","1Fam","3","4",1968,"Other","TA","2","CBlock","TA","GLQ",1437,"Ex","Y","SBrkr",1473,"1","0",1,1,"Ex","Typ","AA",1,"Y","WD","Partial",143000,1,"0",108,"multiple","0"
"590","RM",9100,"Reg","BrkSide","1Fam","3","3",1930,"Gable","TA","2","BrkTil","TA","Unf",742,"TA","Y","Fuse or Mix",935,"1","0",2,1,"TA","Typ","No",1,"N or P","WD","Normal",79500,1,"0",0,"no","0"
"591","RL",8320,"Reg","CollgCr","1Fam","4","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",770,"Ex","Y","SBrkr",1582,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",185900,2,"0",45,"open_porch","1"
"592","RL",13478,"IR1","NridgHt","1Fam","5","3",2008,"Gable","Ex","2","PConc","Ex","GLQ",1722,"Ex","Y","SBrkr",2296,"2","1",3,1,"Ex","Typ","AA",3,"Y","Other","Normal",451950,2,"0",656,"multiple","1"
"593","RL",6600,"Reg","Mitchel","1Fam","3","4",1982,"Gable","TA","3","PConc","TA","GLQ",816,"Ex","Y","SBrkr",816,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",138000,1,"0",0,"no","0"
"594","RM",4435,"Reg","CollgCr","TwnhsE","3","3",2003,"Gable","Gd","2","PConc","Gd","GLQ",848,"Ex","Y","SBrkr",848,"1","0",1,1,"Gd","Typ","No",2,"Y","WD","Normal",140000,1,"0",140,"wood_deck","1"
"595","RL",7990,"IR1","CollgCr","1Fam","3","3",1975,"Hip","TA","2","CBlock","Gd","Unf",924,"TA","Y","SBrkr",924,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",110000,1,"0",0,"no","1"
"596","RL",11302,"IR1","StoneBr","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",1814,"Ex","Y","SBrkr",1826,"2","0",3,1,"Gd","Typ","TA",3,"Y","New","Partial",319000,1,"0",375,"multiple","0"
"597","RM",3600,"Reg","OldTown","1Fam","3","4",1910,"Gable","TA","2","CBlock","TA","Unf",684,"Ex","N","Fuse or Mix",1368,"1","0",3,1,"TA","Typ","No",1,"N or P","WD","Normal",114504,2,"0",158,"open_porch","0"
"598","RL",3922,"Reg","Blmngtn","TwnhsE","4","3",2006,"Gable","Gd","2","PConc","Ex","Unf",1258,"Ex","Y","SBrkr",1402,"0","2",2,1,"Gd","Typ","AA",3,"Y","New","Partial",194201,1,"0",136,"multiple","0"
"599","RL",12984,"Reg","Crawfor","1Fam","3","3",1977,"Gable","TA","2","CBlock","Gd","ALQ",1430,"Ex","Y","SBrkr",1647,"2","0",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",217500,1,"0",0,"no","1"
"600","RM",1950,"Reg","Blueste","Twnhs","3","3",1980,"Gable","TA","3","CBlock","Gd","LwQ",716,"TA","Y","SBrkr",1556,"2","1",3,1,"TA","Typ","TA",2,"Y","COD","Normal",151000,2,"0",161,"wood_deck","1"
"601","RL",10927,"Reg","NridgHt","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",1058,"Ex","Y","SBrkr",1904,"2","1",3,1,"Ex","Typ","AA",2,"Y","WD","Normal",275000,2,"0",239,"multiple","1"
